"topic","date"," time","place","date published","article text","url"
"shooting","2023-09-01","Not Discerned","Not Discerned","Wed 17 May 2023 23:03:45","A shooting in Fox Lake at Dockers Restaurant between two brothers left one dead and the other critically injured, police said.  FOX LAKE, Ill. (WLS) -- The man accused of shooting his brother before turning the gun on himself outside a north suburban restaurant Tuesday afternoon has been identified.  Marciano Martinez, 63, of Fox Lake traveled to his brother's restaurant, of which they used to be co-owners, about 1 p.m., the Lake County Coroner's Office said Wednesday.  Martinez confronted his brother about an ongoing feud, and shot him, officials said.  The argument initially took place in the kitchen at Dockers Restaurant, which is located in the 0-100 block of West Grand Avenue in Fox Lake. The 56-year-old victim was able to get outside, but Martinez followed him and continued shooting, officials said.  The brother collapsed outside after being shot multiple times.  Martinez fatally shot himself, just outside the restaurant before first responders arrived, officials said.  RELATED: Family, friends mourn fallen Chicago Police Officer Aréanah Preston  The 56-year-old brother was transported to Advocate Condell Medical Center, where he remains, with critical injuries.  Neighbors who know the owner are now heartbroken for him and his family. Norine Hileman said he is like a son to her.  ""My best friend, he called me every single day, 'Mom, how are you? Mom, do you need anything?'"" she said.  There were other people in the restaurant at the time of the shooting, police said.  The video in the player above is from an earlier report.  If you are experiencing suicidal, substance use or other mental health crises please call or text the new three digit code at 988. You will reach a trained crisis counselor for free, 24 hours a day, seven days a week. You can also go to 988lifeline.org or dial the current toll free number 800-273-8255 [ TALK ] .","https://news.google.com/rss/articles/CBMiUGh0dHBzOi8vYWJjN2NoaWNhZ28uY29tL21hcmNpYW5vLW1hcnRpbmV6LWRvY2tlcnMtZm94LWxha2Utc2hvb3RpbmctaWwvMTMyNjE2MzQv0gFUaHR0cHM6Ly9hYmM3Y2hpY2Fnby5jb20vYW1wL21hcmNpYW5vLW1hcnRpbmV6LWRvY2tlcnMtZm94LWxha2Utc2hvb3RpbmctaWwvMTMyNjE2MzQv?oc=5&hl=en-US&gl=US&ceid=US:en"
"shooting","2023-05-17","14:00:00","Not Discerned","Wed 17 May 2023 19:02:00","A shooting on a SEPTA bus injured two men in North Philadelphia on Wednesday afternoon.  A group of young men got on the Route 33 bus about noon at 21st and Diamond Streets, SEPTA’s director of media relations Andrew Busch said, and became involved in a physical altercation with several other young men already on board.  During the altercation, two of the men who had already been on the bus were shot and wounded. One was struck once in the groin, and another suffered a graze wound to his left thigh, police said. The victims, both 18, were transported to Temple University hospital and placed in stable condition.  Following the shooting, the group that included the shooter fled the area, Busch said. Police said they did not recover a weapon or make any arrests. SEPTA Transit Police and the Philadelphia Police Department are investigating.  SEPTA is reviewing surveillance in an attempt to identify the young men who boarded at 21st and Diamond, Busch said. He urged that anyone with information about the incident call SEPTA Police at 215-580-8111.  Wednesday’s shooting follows an incident Saturday in which a 14-year-old boy was shot and killed on a SEPTA Market-Frankford Line platform in West Philadelphia. The agency last week named a new chief for the Transit Police amid its struggle with staff shortages and increasing crime rates.","https://news.google.com/rss/articles/CBMiTGh0dHBzOi8vd3d3LmlucXVpcmVyLmNvbS9jcmltZS9waGlsYWRlbHBoaWEtc2VwdGEtYnVzLXNob290aW5nLTIwMjMwNTE3Lmh0bWzSAVtodHRwczovL3d3dy5pbnF1aXJlci5jb20vY3JpbWUvcGhpbGFkZWxwaGlhLXNlcHRhLWJ1cy1zaG9vdGluZy0yMDIzMDUxNy5odG1sP291dHB1dFR5cGU9YW1w?oc=5&hl=en-US&gl=US&ceid=US:en"
"shooting","2023-05-17","19:00:00","{""Minneapolis"", ""Minnesota"", ""UnitedStates""}","Wed 17 May 2023 23:00:44","On the fifth anniversary of the murder of a young Brooklyn Park man, his family finally got some legal closure.  At a quiet and brief sentencing Wednesday morning in Hennepin County District Court, Daniel Lamar Johnny Adams of Minneapolis was sentenced to 15 years for the 2018 shooting of Jordan Deangelo Washington. Adams wasn't arrested until last year and pleaded guilty to second-degree murder last week. A co-defendant received the same punishment in 2021 while another suspect remains at-large.  Adams, 24, and two friends accused Washington, 19, of shortchanging them marijuana. They went to a Richfield apartment complex where they planned to rob Washington, and court records accuse Adams of shooting Washington inside a vehicle May 17.  Washington's mother, Christina Day, said at Adams' sentencing that her son died a few days later when the family took him off life support. The last time she saw her son alive was Mother's Day, just a few days before the shooting.  ""It should be a joyful occasion, but it's not,"" she said of the holiday.  She moved to Oregon because it was too painful passing by the apartment. Some relatives still live in the area, including Washington's sister Joël Washington, who appeared hesitant at first to give a victim impact statement.  But Day leaned over and whispered to her, ""That's your baby,"" so his sister stood up and approached the judge.  ""A lot of people have done wrong and let me start off by saying this: That was my baby. And just from his one mistake, a lot of lives were ruined,"" she said. ""I'm gonna pray for everybody involved because I know they need it, even the accused.""  She said that she doesn't think Adams ""ever had the support he needed,"" and she turned to look directly at him after saying she hopes everyone learns from this.  When District Judge Michael Burns gave Adams the chance to speak, he said ""No, I'm fine.""  Burns said that Joël Washington summarized his feelings best about this case.  ""Not only did Jordan lose his life, there are also other individuals whose lives, the family, that are all going to be affected by this forever,"" Burns said.  The judge noted there has been a lot of news coverage about juvenile crime. At the same time, he noted, there are ongoing discussions at the State Capitol about guns and marijuana.  ""I'm not making any political statement, but we have in this case guns, the marijuana and the teenagers all coming together, and you end up with this particular tragic incident,"" Burns said.  Silas McDougal and Tyjahreek Brown, both now 24 but 19 at the time of the shooting, are charged with aiding the murder. McDougal pleaded guilty in 2019 and received a 15-year sentence in April 2021. Law enforcement has not yet found Brown.  Adams will be required to serve 10 years in prison before going on five years of supervised release, provided he abides by conditions that include not possessing any guns or ammunition.  Burns said the anniversary of the crime falling on Adam's sentencing date is not lost on him.  ""I can't imagine what it's like for the family to, on every May 17, be thinking of something like this,"" he said.  Hennepin County Attorney Mary Moriarty said in a statement that she hopes the sentencing brings some degree of closure to the family.  ""The message today is clear: If you commit acts of gun violence in Hennepin County and inflict deep pain on our communities, we will hold you accountable, no matter how long it takes.""","https://news.google.com/rss/articles/CBMibmh0dHBzOi8vd3d3LnN0YXJ0cmlidW5lLmNvbS9taW5uZWFwb2xpcy1tYW4tc2VudGVuY2VkLXRvLTE1LXllYXJzLWZvci0yMDE4LWZhdGFsLXJpY2hmaWVsZC1zaG9vdGluZy82MDAyNzU3NDMv0gEA?oc=5&hl=en-US&gl=US&ceid=US:en"
"shooting","2023-05-01","23:00:00","{""Mansfield"", ""Texas"", ""UnitedStates""}","Wed 17 May 2023 18:48:55","A Mansfield middle school teacher is charged with three counts of aggravated assault after police say he assaulted his wife before he shot his sleeping son and stepdaughter Tuesday night.  According to the Mansfield Police Department, officers were dispatched to 3 Arabian Court shortly before 11 p.m.  Police said when officers arrived, they determined that the incident began as a domestic dispute during which the husband argued with his wife and proceeded to assault her.  The husband then went and grabbed his gun and went into his 13-year-old son’s bedroom and shot him while he was sleeping, police said. He then went into his 21-year-old stepdaughter’s bedroom and shot her.  Police said the man's wife was able to escape the home and his stepdaughter called 911.  According to police, both victims were transported to Medical City Arlington by Mansfield paramedics. Both victims have undergone surgery and are currently listed in serious but stable condition, police said.  NBC 5 News, Mansfield Police Thomas Boykin, pictured, was arrested on May 17, 2023, and accused of three charges of aggravated assault against a family member.  Police said the husband, identified as 52-year-old Thomas Boykin, was taken into custody without incident and was transported to the Everman Jail. He was charged with three counts of aggravated assault/family violence involving serious bodily injury. It's not clear if Boykin has obtained an attorney to speak on his behalf.  Boykin is an eighth-grade science teacher at Linda Jobe Middle School in the Mansfield Independent School District, administrators confirmed in a statement to NBC 5. Boykin is currently on leave and the superintendent is moving forward with his termination, pending the school board's approval.  ""Mansfield ISD does not condone this type of behavior in our schools or community. Our thoughts and support are with the victims,"" the district said.  Counselors were being made available for students and staff who may need support.  The investigation into this incident is ongoing, and detectives are still trying to determine what led up to the shooting, police said.","https://news.google.com/rss/articles/CBMibGh0dHBzOi8vd3d3Lm5iY2Rmdy5jb20vbmV3cy9sb2NhbC9tYW5zZmllbGQtbWFuLWFycmVzdGVkLWFmdGVyLXNob290aW5nLWhpcy10d28tc3RlcGNoaWxkcmVuLXBvbGljZS8zMjU5Njg4L9IBcmh0dHBzOi8vd3d3Lm5iY2Rmdy5jb20vbmV3cy9sb2NhbC9tYW5zZmllbGQtbWFuLWFycmVzdGVkLWFmdGVyLXNob290aW5nLWhpcy10d28tc3RlcGNoaWxkcmVuLXBvbGljZS8zMjU5Njg4Lz9hbXA9MQ?oc=5&hl=en-US&gl=US&ceid=US:en"
"shooting","2023-05-13","Not Discerned","{""Duluth"", ""Minnesota"", ""UnitedStates""}","Wed 17 May 2023 11:30:57","COLUMBIA HEIGHTS, Minn. -- Police say a man was arrested in Columbia Heights Tuesday in connection with a shooting in Duluth that happened last weekend.  According to the Duluth Police Department, the shooting occurred Saturday on the 100 block of East Third Street. The incident that led to the shooting involved parties who knew each other, police said, but an uninvolved 59-year-old man was hit by a bullet. He was treated at a local hospital and released.  Police said the shooter fled the scene.  READ MORE: Standoff at central Minnesota cemetery ends in arrest of arson suspect  Tuesday evening, the U.S. Marshals' Fugitive Task Force arrested a 36-year-old man in connection with the shooting in Columbia Heights.  Police said the investigation is ongoing.","https://news.google.com/rss/articles/CBMiWWh0dHBzOi8vd3d3LmNic25ld3MuY29tL21pbm5lc290YS9uZXdzL2R1bHV0aC1zaG9vdGluZy1zdXNwZWN0LWFycmVzdGVkLWNvbHVtYmlhLWhlaWdodHMv0gFdaHR0cHM6Ly93d3cuY2JzbmV3cy5jb20vYW1wL21pbm5lc290YS9uZXdzL2R1bHV0aC1zaG9vdGluZy1zdXNwZWN0LWFycmVzdGVkLWNvbHVtYmlhLWhlaWdodHMv?oc=5&hl=en-US&gl=US&ceid=US:en"
"shooting","2023-05-06","Not Discerned","{""Allen"", ""Texas"", ""UnitedStates""}","Wed 17 May 2023 10:00:00","Elizabeth Kim was at a wedding reception for one of her coworkers when the news came from city officials on a Saturday afternoon: a shooting, Allen Premium Outlets, multiple injured.  She left the party immediately and sprung into action as Dr. Kim, the trauma director at Medical City McKinney.  In the 20 minutes it took to arrive at the hospital, she called together a team of trauma surgeons, anesthesiologists and other medical professionals to take care of seven injured victims.  ""Once I arrived, you know, I could really see that the training and the drills that we had done in our trauma center to provide good care for our patients was very apparent,"" Kim said.  Amid the chaos of the afternoon, she said, was a bright spot, a moment of calm to bring her back to Earth — a smile from one of her patients, Irvin Walker. The 46-year-old had bullet fragments lodged throughout his upper body.  Kim, Walker and the other medical professionals who have been caring for the Allen shooting victims spoke out for the first time Tuesday about patient recovery in the wake of the tragedy that also left eight victims and the shooter dead.  Walker said he was trying to find a parking spot at the mall when gunman Mauricio Garcia began shooting through his car window. Walker was shot three times — twice in his chest and once in his shoulder.  Garcia was later killed on the scene by police.  Walker remains recovering at Medical City McKinney more than a week after the May 6 shooting.  ""The power of God just showed brightly and gave me an opportunity to fight through this process, and evil is not going to win,"" Walker said Tuesday.  Walker remembers getting out of his car after being shot and running to get help as he bled profusely. Medical City McKinney staff said Walker was the first victim of the shooting to arrive at the emergency room.  ""The extent of soft tissue damage that he had was pretty extreme. We had to clean those out, eventually we were able to close those wounds back up,"" Kim said. ""He's doing much better than when he first arrived, but he still has a long road to go for a recovery.""  If the bullets in Walker's chest were any closer to his heart, she said, he could have died.  Despite his injuries, Walker was able to address reporters, thanking hospital staff for guiding his recovery.  “I'm just grateful,” Walker said. “Grateful to be here, grateful to see my daughter again and to see my supportive team.""  Cassidi Summers, chief nursing officer for the hospital, said she was at the mall less than an hour before the shooting took place. She even walked on the same path the shooter had taken.  Summers and her family had just arrived at home when she got the notification the shooting had taken place.  Like Kim, she immediately got to work, treating victims alongside more than 100 other health care workers.  ""I am incredibly proud of this team that demonstrated under stress an emotional situation,"" Summers said. ""And, more importantly, I am honored to be sitting here with Mr. Walker today under much, much happier circumstances.""  Got a tip? Email Toluwani Osibamowo at tosibamowo@kera.org. You can follow Toluwani on Twitter @tosibamowo.  KERA News is made possible through the generosity of our members. If you find this reporting valuable, consider making a tax-deductible gift today. Thank you.","https://news.google.com/rss/articles/CBMiTWh0dHBzOi8vd3d3LmtlcmFuZXdzLm9yZy9uZXdzLzIwMjMtMDUtMTcvaXJ2aW4td2Fsa2VyLWFsbGVuLXNob290aW5nLXN1cnZpdm9y0gEA?oc=5&hl=en-US&gl=US&ceid=US:en"
"shooting","2023-05-23","Not Discerned","{""Miami"", ""Florida"", ""UnitedStates""}","Wed 17 May 2023 10:25:32","MIAMI (WSVN) - One person is dead and another was rushed to the hospital after a shooting left Miami Police officers scrambling for answers as the shooter remains at large.  City of Miami Police officers responded to reports of shots fired in the area of Southwest 28th Street and 13th Street, at around 9 p.m., Tuesday.  When units arrived, they found two men suffering from apparent gunshot wounds.  Speaking through a translator, area resident Tania Pineda said she heard about six to seven gunshots. Her Ring camera didn’t capture the shooting, but pleas for help could be heard.  “I’ve been shot! Come help me!” the victim was heard saying.  Pineda said the people who were shot were not her neighbors but people who were visiting them.  When she stepped outside, Pineda said, first responders were performing CPR on the victims in an attempt to keep them alive.  Pineda said her neighbors never cause issues, so this came as a shock to her and her children.  On Wednesday morning, the neighborhood remained an active scene as K-9 units searched for evidence such as bullet casings, and crime scene investigation vans were also in the vicinity.  Technicians focused their attention on a red Nissan Altima that had bullet holes on the side door and back window. After the sun rose, a black vehicle was also seen with bullet holes.  The fire department was seen washing away the bloody sidewalk.  Another area resident who identified himself as Alberto said he was scared because he has never heard a shooting so close to home.  According to investigators, paramedics transported the victims were taken to Jackson Memorial Hospital, where one of them was pronounced dead and the other remains in critical condition.  Police identified the deceased victim as 18-year-old Vincent Celani and said the surviving victim is 23 years old.  “At this time, our detectives are still working to determine the motive. It’s unclear if the victims that were shot at were intended targets or if it was a random shooting. We do hope that the surviving victim recovers very soon so our detectives can get an interview statement from him to verify exactly what happened,” said Miami Police Officer Kiara Delva.  Police have not provided a description of the shooter. More information will be available as detectives continue to gather more details of the incident.  If you have any information on this shooting or the gunman’s whereabouts, call Miami-Dade Crime Stoppers at 305-471-TIPS. Remember, you can always remain anonymous, and you may be eligible for a reward of up to $5,000.  Copyright 2023 Sunbeam Television Corp. All rights reserved. This material may not be published, broadcast, rewritten or redistributed.","https://news.google.com/rss/articles/CBMiZmh0dHBzOi8vd3N2bi5jb20vbmV3cy9sb2NhbC9taWFtaS1kYWRlL3Nob290aW5nLWluLW1pYW1pLWxlYXZlcy0xLWRlYWQtMS1ob3NwaXRhbGl6ZWQtZ3VubWFuLWF0LWxhcmdlL9IBamh0dHBzOi8vd3N2bi5jb20vbmV3cy9sb2NhbC9taWFtaS1kYWRlL3Nob290aW5nLWluLW1pYW1pLWxlYXZlcy0xLWRlYWQtMS1ob3NwaXRhbGl6ZWQtZ3VubWFuLWF0LWxhcmdlL2FtcC8?oc=5&hl=en-US&gl=US&ceid=US:en"
"shooting","2016-12-06","19:30:00","{""Church"", ""Lancashire"", ""UnitedKingdom""}","Thu 18 May 2023 05:00:02","The Johnston County Sheriff's Office is investigating a shooting that left one person dead Wednesday evening.  PRINCETON, N.C. (WTVD) -- The Johnston County Sheriff's Office is investigating a shooting that left one person dead Wednesday evening.  The shooting happened around 7:30 p.m. in the 2700 block of Progressive Church Road. When deputies arrived they found a man with a gunshot wound. He was pronounced dead at the scene.  This is a breaking story. Check back for updates.  --Featured video is the ABC11 24/7 Livestream--","https://news.google.com/rss/articles/CBMiYWh0dHBzOi8vYWJjMTEuY29tL2pvaG5zdG9uLWNvdW50eS1zaG9vdGluZy1tYW4ta2lsbGVkLXByb2dyZXNzaXZlLWNodXJjaC1yb2FkLXByaW5jZXRvbi8xMzI2MjIyOC_SAWVodHRwczovL2FiYzExLmNvbS9hbXAvam9obnN0b24tY291bnR5LXNob290aW5nLW1hbi1raWxsZWQtcHJvZ3Jlc3NpdmUtY2h1cmNoLXJvYWQtcHJpbmNldG9uLzEzMjYyMjI4Lw?oc=5&hl=en-US&gl=US&ceid=US:en"
"shooting","2023-05-11","Not Discerned","{""Clinton"", ""Michigan"", ""UnitedStates""}","Thu 18 May 2023 01:55:08","A 24-year-old man faces a charge of attempted murder after Clinton Police responded to an earlier report of a gunshot victim, according to a news release.  At 2:22 p.m. May 11, Clinton Police responded to the 500 block of 8th Avenue South for a victim of a gunshot wound. Officers discovered that the shooting had occurred a few minutes earlier and that the suspect had fled the area, the release says.  The victim was transported to Mercy North in Clinton, Iowa.  Antwand Tinon Jr. (Clinton Police Department)  After an extensive investigation, an arrest warrant for Antwand J. Tinon Jr. was obtained. On Wednesday, the Clinton Police Department, in collaboration with the Blackhawk Area Task Force, executed a search warrant on the 600 block of 6th Avenue South in Clinton. As a result, Tinon was located and arrested, the release says.  Tinon was charged with attempted murder, a Class B felony, according to the release.  The Clinton Police Department continues to investigate. Police ask anyone with information regarding this incident to call Clinton Police at 563-243-1458 or the anonymous tip line 563-242-6595. Online anonymous tips may be submitted here.","https://news.google.com/rss/articles/CBMiVmh0dHBzOi8vd3d3Lm91cnF1YWRjaXRpZXMuY29tL25ld3MvbG9jYWwtbmV3cy9zdXNwZWN0LWFycmVzdGVkLWFmdGVyLWNsaW50b24tc2hvb3Rpbmcv0gFaaHR0cHM6Ly93d3cub3VycXVhZGNpdGllcy5jb20vbmV3cy9sb2NhbC1uZXdzL3N1c3BlY3QtYXJyZXN0ZWQtYWZ0ZXItY2xpbnRvbi1zaG9vdGluZy9hbXAv?oc=5&hl=en-US&gl=US&ceid=US:en"
"shooting","2023-07-01","Not Discerned","{""Atlanta"", ""Georgia"", ""UnitedStates""}","Wed 17 May 2023 22:54:57","ATLANTA — Channel 2 Investigative Reporter Mark Winne has learned that the gun found with the man accused in a shooting that killed a woman and injured four more may not have been registered.  Sources told Winne that Deion Patterson, 24, had a ghost gun without a serial number which makes it virtually untraceable.  Channel 2 Action News has spent the past year looking into ghost guns and the problems they can pose for police.  [DOWNLOAD: Free WSB-TV News app for alerts as news breaks]  Without a serial number, ghost guns can be difficult for police to trace where it came from and if it has been used in other crimes.  One source told Winne that the gun Patterson had with him when he was arrested in Cobb County appeared to have been made of parts that could be purchased online, including a polymer frame that requires more parts and assembly to be a functional gun.  Channel 2 Action News has not been able to confirm if this gun was the one used to shoot five people in Midtown Atlanta earlier this month.  A spokesman for the Georgia Public Defender Council sent a statement that read, “Mr. Patterson’s attorney Shawn Hoover said Patterson legally possessed every gun found at the time of his arrest.”  Winne asked defense attorney and former prosecutor Manny Arora, who is not involved in the Patterson case, if it is legal to own a ghost gun.  RELATED STORIES:  “The law is very unclear on it. But for the most part, no, it is not illegal to have it,” Arora explained. “The rules for ghost guns, which are generally untraceable, were changed back in April of last year, in 2022, and it primarily applies just to sellers and retailers. They have to now start putting serial numbers on these things because the number of ghost guns used in violent crimes is going up.”  Police say Patterson opened fire in the waiting room of a Northside Hospital medical office.  He is being charged with the murder of 38-year-old Amy St. Pierre and shooting four other women, Lisa Glynn, Georgette Whitlow, Jazzmin Daniel and Alesha Hollinger, who range in age from 25 to 71. All four women have been released from the hospital.  “Mr. Patterson is a veteran who appears to suffer from mental health issues. He is presumed innocent until proven otherwise, and Mr. Hoover and his team continue to investigate the details of the charges while preparing a zealous and effective defense,” the Public Defender Council spokesperson said in an email.  [SIGN UP: WSB-TV Daily Headlines Newsletter]  Receptionist at Northside Medical recalls moments of midtown shooting, she hasn't been to work since  ©2022 Cox Media Group","https://news.google.com/rss/articles/CBMikQFodHRwczovL3d3dy53c2J0di5jb20vbmV3cy9sb2NhbC9hdGxhbnRhL2d1bi1mb3VuZC13aXRoLW1pZHRvd24tYXRsYW50YS1zaG9vdGluZy1zdXNwZWN0LW1heS1ub3QtaGF2ZS1iZWVuLXJlZ2lzdGVyZWQvRUg0QVNKMzVNTkdEVklaSUFQNVhLUVRISEkv0gGgAWh0dHBzOi8vd3d3LndzYnR2LmNvbS9uZXdzL2xvY2FsL2F0bGFudGEvZ3VuLWZvdW5kLXdpdGgtbWlkdG93bi1hdGxhbnRhLXNob290aW5nLXN1c3BlY3QtbWF5LW5vdC1oYXZlLWJlZW4tcmVnaXN0ZXJlZC9FSDRBU0ozNU1OR0RWSVpJQVA1WEtRVEhISS8_b3V0cHV0VHlwZT1hbXA?oc=5&hl=en-US&gl=US&ceid=US:en"
"shooting","2023-05-17","17:15:00","Not Discerned","Wed 17 May 2023 22:31:59","CHICAGO (CBS) -- Two shootings happened less than a day apart on the same stretch of the Eisenhower Expressway.  Illinois State Police are investigating a deadly shooting that happened on Tuesday, and a shooting with injuries Wednesday morning.  In light of those incidents, CBS 2 wanted to know how the multimillion-dollar camera and license plate reader network is helping with those investigations. CBS 2's Tara Molina brought those questions to state police Wednesday.  We have had 42 shootings on Cook County expressways so far this year. How many of those investigations do state police have led to an arrest?  Only five.  A crime scene blocked off the Eisenhower at Cicero early Tuesday. One person was taken to a local hospital with non-life-threatening injuries following a shooting.  That latest shooting happened around 5:15 a.m. Wednesday. Police had the road back open by 7 a.m.  This was the second shooting at virtually the same site in less than 24 hours. Just feet away, investigators had the same stretch of road blocked off after a shooting just after 11:45 a.m. Tuesday.  In that incident, a man was killed and a woman got herself to the hospital with non-life-threatening injuries in a shooting.  ""It's very scary,"" said AJ Johnson, whose mother lives nearby.  As to any leads on a shooter, whether the two shootings were connected, or whether the shooter was believed to be on the expressway or a residential road nearby, state police would not answer those questions. They said there is an ongoing investigation.  But state police did address a few other questions – including some about how hundreds of license plate readers - unblinking eyes on our expressways - are helping them respond to, investigate, and solve crimes like the two we've seen in 24 hours on the Ike:  ""At this time, 319 ALPRs have been installed in the Chicago area. Approximately $20 million is also appropriated for additional ALPRs in 22 counties, which includes Cook and surrounding counties. The ALPRs are part of a multifaceted approach to combating expressway violence. ISP uses a combination of technology, air assets, forensic science, and an increased uniformed presence to combat expressway violence. Since ALPRs have been installed, we've seen a decrease in the number of overall shooting, including the number of injury shootings and homicides, along with an increase in traffic stops, arrests, guns recovered, and recovered vehicles.""  Meanwhile, state police also provided a breakdown of expressway shooting statistics and clearance rates.  State police said the number of expressway shootings so far this year are down 43 percent compared with the same timeframe last year, and 49 percent compared with 2021. Shootings with injuries are also down, state police said.  In 2022, state police said, there were 140 shootings reported on Chicago area expressways. As of Wednesday, charges had been brought in 24 cases, and 52 have been closed.  State police emphasized that investigations span months and even years depending on the complexities of each case. To that point, charges were filed in 11 cases from past years in 2022, state police said.  In 2023, as of Wednesday, charges had been brought in five cases, and three had been closed. One homicide and one attempted homicide had been charged.  State police pointed out that this figure includes shootings that happened just a few days ago – and again emphasized that investigations can span months and years. Charges have been filed this year in six shootings that happened in previous years – including one homicide, state police said.  One arrest in an expressway shooting was made on Wednesday. Alton Mills, 54, of Evergreen Park was charged with three counts of attempted murder in a shooting on the northbound entrance ramp to Interstate 57 from 147th Street in south suburban Posen.  Multiple shots were fired from one vehicle toward another in that incident – leaving a back-seat passenger in the second car with life-threatening injuries, state police said.  State police added that they have worked to reduce violence by increasing firearm enforcement efforts – which includes grants to local police agencies.  State Police are still investigating the deadly shooting on the Eisenhower on Tuesday, and the shooting there on Wednesday morning.","https://news.google.com/rss/articles/CBMiUmh0dHBzOi8vd3d3LmNic25ld3MuY29tL2NoaWNhZ28vbmV3cy90d28tc2hvb3RpbmdzLTI0LWhvdXJzLWVpc2VuaG93ZXItZXhwcmVzc3dheS_SAVZodHRwczovL3d3dy5jYnNuZXdzLmNvbS9hbXAvY2hpY2Fnby9uZXdzL3R3by1zaG9vdGluZ3MtMjQtaG91cnMtZWlzZW5ob3dlci1leHByZXNzd2F5Lw?oc=5&hl=en-US&gl=US&ceid=US:en"
"shooting","2023-07-01","12:15:00","{""Atlanta"", ""Georgia"", ""UnitedStates""}","Thu 18 May 2023 00:21:00","ATLANTA — Atlanta police confirmed they had taken a man into custody after a man was shot in a busy area of northwest Atlanta near two popular restaurants.  According to officers, the shooting happened just after 12:15 p.m. at 930 Howell Mill Road.  The address belongs to The Brady Apartments and several restaurants, including Superica and Eight Sushi Lounge.  Police in tactical gear and carrying long guns were in the area.  TRENDING STORIES:  Police confirmed that a man was shot and taken to Grady Memorial Hospital.  The victim has not been identified.  It’s unclear the exact location where the victim was shot.  Police said they identified the suspected gunman but have not released his name. As a result, it’s unclear what charges he is facing.  IN OTHER NEWS  1 dead, 1 critical after employees get into shootout at Forsyth County office furniture store  ©2022 Cox Media Group","https://news.google.com/rss/articles/CBMiggFodHRwczovL3d3dy53c2J0di5jb20vbmV3cy9sb2NhbC9wb2xpY2UtcmVzcG9uZGluZy1zaG9vdGluZy1uZWFyLWFwYXJ0bWVudC1idWlsZGluZy1wb3B1bGFyLXJlc3RhdXJhbnQvVU8yS003U1FQVkRXWERFQTRNVUJJRVg1U0kv0gGRAWh0dHBzOi8vd3d3LndzYnR2LmNvbS9uZXdzL2xvY2FsL3BvbGljZS1yZXNwb25kaW5nLXNob290aW5nLW5lYXItYXBhcnRtZW50LWJ1aWxkaW5nLXBvcHVsYXItcmVzdGF1cmFudC9VTzJLTTdTUVBWRFdYREVBNE1VQklFWDVTSS8_b3V0cHV0VHlwZT1hbXA?oc=5&hl=en-US&gl=US&ceid=US:en"
"shooting","2023-05-26","Not Discerned","{""Yuma"", ""Arizona"", ""UnitedStates""}","Wed 17 May 2023 20:53:00","CNN —  Two teenagers have been arrested in connection with a shooting at a house party in southwestern Arizona last weekend that left two people dead and five teenagers injured, police said.  Officers responded shortly before 11 p.m. local time Saturday night to a private residence in Yuma and found several gunshot victims, who were all male, the Yuma Police Department said in a statement posted on Facebook. More than 30 rounds were fired at the party, police said.  Detectives served a search warrant at a home Monday evening, and additional evidence uncovered in the investigation led to the arrest of 18-year-old Jose Lopez and 19-year-old Aden Arviso, police said.  Lopez is facing two counts of first-degree murder and one count of disorderly conduct with a weapon, while Arviso is facing charges of false reporting and disorderly conduct with a weapon, according to police.  It’s not yet clear whether Lopez and Arviso have attorneys.  The two victims were identified by police as Ande Blackthunder, 20, and Danny Garcia, 19. They were both transported to the Yuma Regional Medical Center, where they were pronounced dead, police said.  A 16-year-old who was first transported to the Yuma hospital was later flown to a Phoenix-area hospital with life-threatening injuries, police said. The injuries of the remaining gunshot victims – aged 15, 16, 18 and 19 – were not life-threatening, authorities said.  Several off-duty officers who happened to be in the area also responded to the shooting, police said.  The shooting marked the 33rd mass shooting of May 2023, and is one of 226 mass shootings in the US so far this year, according to the Gun Violence Archive. CNN and the GVA define a mass shooting as one in which four or more people were either injured or killed, excluding the shooter.  “Our detectives have been working tirelessly since the shooting,” Yuma police said in the statement. “At this time, the investigators are trying to determine a motive. However, this does not appear to be a random act. We have investigative leads that our detectives are looking into.”  The party was held at a private residence and the attendees knew each other, but the homeowners were not present at the time, police said, adding the owners had cooperated with the investigation.  “Several weapons were recovered at the scene and are awaiting forensics testing,” Yuma Police Sgt. Lori Franklin said in the statement.  CNN has reached out to the Yuma Police Department for additional information.","https://news.google.com/rss/articles/CBMiWWh0dHBzOi8vZWRpdGlvbi5jbm4uY29tLzIwMjMvMDUvMTcvdXMvdGVlbmFnZXJzLWFycmVzdGVkLXl1bWEtYXJpem9uYS1zaG9vdGluZy9pbmRleC5odG1s0gFZaHR0cHM6Ly9hbXAuY25uLmNvbS9jbm4vMjAyMy8wNS8xNy91cy90ZWVuYWdlcnMtYXJyZXN0ZWQteXVtYS1hcml6b25hLXNob290aW5nL2luZGV4Lmh0bWw?oc=5&hl=en-US&gl=US&ceid=US:en"
